age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,synthetic_customer_id,customer_segment,age_group,income_tier,campaign_month_num,load_timestamp,source_file,record_hash
36,4,1,2,0,0,1,0,0,29,4,86,1,237,17,1,0,70,1,1,0,1,2025-07-07 19:27:42.669,0,5032
36,4,1,2,0,4,0,1,0,29,5,261,6,-1,0,3,0,71,1,1,0,7,2025-07-07 19:27:42.669,0,4831
36,4,1,2,0,23,0,0,0,26,1,133,11,-1,0,3,0,73,1,1,0,8,2025-07-07 19:27:42.669,0,10004
36,4,1,2,0,242,1,0,0,14,8,20,1,-1,0,3,0,79,1,1,0,5,2025-07-07 19:27:42.669,0,4039
36,4,1,2,0,332,1,0,0,22,8,566,7,-1,0,3,0,83,1,1,0,5,2025-07-07 19:27:42.669,0,1996
36,4,1,2,0,396,0,0,0,13,1,67,5,-1,0,3,0,85,1,1,0,8,2025-07-07 19:27:42.669,0,2828
36,4,1,2,0,532,1,0,0,14,8,603,1,-1,0,3,0,90,1,1,0,5,2025-07-07 19:27:42.669,0,138
36,4,1,2,0,539,0,0,0,11,1,176,1,-1,0,3,0,92,1,1,0,8,2025-07-07 19:27:42.669,0,8772
36,4,1,2,0,659,0,0,0,28,1,90,13,-1,0,3,0,96,1,1,0,8,2025-07-07 19:27:42.669,0,4602
36,4,1,2,0,806,1,0,0,3,3,106,2,259,1,0,0,98,1,1,0,2,2025-07-07 19:27:42.669,0,4300
36,4,1,2,0,871,0,0,0,18,9,170,1,-1,0,3,0,100,1,1,0,11,2025-07-07 19:27:42.669,0,7606
36,4,1,2,0,909,1,1,0,25,5,250,3,-1,0,3,0,101,1,1,0,7,2025-07-07 19:27:42.669,0,2073
36,4,1,2,0,928,1,0,0,20,0,239,1,-1,0,3,0,104,1,1,0,4,2025-07-07 19:27:42.669,0,2036
37,4,1,2,0,5,0,0,0,29,1,36,2,-1,0,3,0,134,1,1,0,8,2025-07-07 19:27:42.669,0,3614
37,4,1,2,0,21,1,0,2,29,8,52,2,-1,0,3,0,135,1,1,0,5,2025-07-07 19:27:42.669,0,5533
37,4,1,2,0,21,0,0,0,21,1,50,12,-1,0,3,0,136,1,1,0,8,2025-07-07 19:27:42.669,0,5533
37,4,1,2,0,26,0,0,0,17,6,151,7,62,4,0,0,137,1,1,0,6,2025-07-07 19:27:42.669,0,776
37,4,1,2,0,49,0,1,0,22,1,132,1,-1,0,3,0,139,1,1,0,8,2025-07-07 19:27:42.669,0,1961
37,4,1,2,0,57,0,0,0,30,0,96,2,84,1,2,0,141,1,1,0,4,2025-07-07 19:27:42.669,0,5455
37,4,1,1,0,80,0,0,0,27,1,155,3,-1,0,3,0,142,1,1,0,8,2025-07-07 19:27:42.669,0,8132
37,4,1,2,0,89,1,0,2,19,8,162,10,-1,0,3,0,143,1,1,0,5,2025-07-07 19:27:42.669,0,7017
37,4,1,2,0,165,0,0,0,24,1,315,1,83,1,1,0,146,1,1,0,8,2025-07-07 19:27:42.669,0,5043
37,4,1,2,0,332,1,0,0,14,1,190,2,84,7,0,0,151,1,1,0,8,2025-07-07 19:27:42.669,0,2861
37,4,1,2,0,347,1,0,0,22,5,282,1,-1,0,3,0,152,1,1,0,7,2025-07-07 19:27:42.669,0,7321
37,4,1,2,0,355,0,0,0,4,1,340,1,-1,0,3,0,153,1,1,0,8,2025-07-07 19:27:42.669,0,5916
37,4,1,2,0,393,1,0,0,12,1,62,2,104,2,2,0,155,1,1,0,8,2025-07-07 19:27:42.669,0,6202
37,4,1,2,0,578,1,0,0,8,1,401,4,-1,0,3,0,158,1,1,0,8,2025-07-07 19:27:42.669,0,250
37,4,1,2,0,586,1,0,0,11,5,141,2,-1,0,3,0,159,1,1,0,7,2025-07-07 19:27:42.669,0,818
37,4,1,2,0,620,1,0,0,17,9,93,3,-1,0,3,0,160,1,1,0,11,2025-07-07 19:27:42.669,0,9002
37,4,1,2,0,636,0,1,2,5,6,338,2,-1,0,3,0,162,1,1,0,6,2025-07-07 19:27:42.669,0,8273
37,4,1,2,0,789,1,1,0,11,1,93,1,190,2,1,0,164,1,1,0,8,2025-07-07 19:27:42.669,0,5050
38,4,1,2,0,0,1,0,2,20,6,211,2,-1,0,3,0,201,1,1,0,6,2025-07-07 19:27:42.669,0,8302
38,4,1,2,0,0,0,0,0,24,11,246,12,197,6,0,0,202,1,1,0,9,2025-07-07 19:27:42.669,0,8302
38,4,1,2,0,0,0,0,0,28,1,77,18,-1,0,3,0,203,1,1,0,8,2025-07-07 19:27:42.669,0,8302
38,4,1,2,0,76,1,0,0,20,0,167,2,287,3,0,0,205,1,1,0,4,2025-07-07 19:27:42.669,0,5033
38,4,1,1,0,93,0,0,2,3,5,515,2,-1,0,3,0,206,1,1,0,7,2025-07-07 19:27:42.669,0,7075
38,4,1,2,0,328,0,0,0,8,1,230,2,-1,0,3,0,212,1,1,0,8,2025-07-07 19:27:42.669,0,5485
38,4,1,2,0,590,0,0,0,31,5,49,2,-1,0,3,0,218,1,1,0,7,2025-07-07 19:27:42.669,0,2771
38,4,1,2,0,595,1,0,0,18,9,70,1,-1,0,3,0,219,1,1,0,11,2025-07-07 19:27:42.669,0,730
38,4,1,2,0,676,0,0,0,15,8,59,3,-1,0,3,0,223,1,1,0,5,2025-07-07 19:27:42.669,0,6889
38,4,1,2,0,980,0,0,2,3,6,662,5,-1,0,3,0,224,1,1,0,6,2025-07-07 19:27:42.669,0,116
39,4,1,2,0,0,1,0,2,2,6,46,2,-1,0,3,0,257,1,1,0,6,2025-07-07 19:27:42.669,0,9799
39,4,1,2,0,0,1,1,0,17,5,301,1,-1,0,3,0,258,1,1,0,7,2025-07-07 19:27:42.669,0,9799
39,4,1,0,0,0,0,0,2,11,6,308,7,-1,0,3,0,259,1,1,0,6,2025-07-07 19:27:42.669,0,149
39,4,1,2,0,0,1,0,0,11,8,112,1,-1,0,3,0,260,1,1,0,5,2025-07-07 19:27:42.669,0,9799
39,4,1,2,0,0,0,0,0,28,1,93,25,-1,0,3,0,261,1,1,0,8,2025-07-07 19:27:42.669,0,9799
39,4,1,2,0,0,0,0,2,27,8,205,8,-1,0,3,0,262,1,1,0,5,2025-07-07 19:27:42.669,0,9799
39,4,1,1,0,0,1,0,0,24,5,21,21,-1,0,3,0,263,1,1,0,7,2025-07-07 19:27:42.669,0,2060
39,4,1,2,0,0,0,0,0,29,1,94,2,-1,0,3,0,264,1,1,0,8,2025-07-07 19:27:42.669,0,9799
39,4,1,2,0,22,1,0,2,2,6,493,1,-1,0,3,0,265,1,1,0,6,2025-07-07 19:27:42.669,0,4157
39,4,1,2,0,45,0,0,0,28,1,148,4,-1,0,3,0,266,1,1,0,8,2025-07-07 19:27:42.669,0,5608
39,4,1,2,0,51,0,0,0,20,1,140,2,-1,0,3,0,267,1,1,0,8,2025-07-07 19:27:42.669,0,2777
39,4,1,2,0,141,1,0,0,13,8,788,2,331,6,1,0,270,1,1,0,5,2025-07-07 19:27:42.669,0,2066
39,4,1,2,0,208,0,0,0,20,1,170,4,-1,0,3,0,271,1,1,0,8,2025-07-07 19:27:42.669,0,8019
39,4,1,2,0,309,0,0,0,26,1,94,14,-1,0,3,0,276,1,1,0,8,2025-07-07 19:27:42.669,0,3513
39,4,1,2,0,351,1,0,2,20,8,999,3,-1,0,3,0,277,1,1,0,5,2025-07-07 19:27:42.669,0,1246
39,4,1,1,0,363,1,1,0,17,5,184,1,-1,0,3,0,278,1,1,0,7,2025-07-07 19:27:42.669,0,8002
39,4,1,2,0,378,1,1,2,5,8,127,2,-1,0,3,0,279,1,1,0,5,2025-07-07 19:27:42.669,0,3317
39,4,1,1,0,517,1,0,0,18,9,387,3,196,2,0,0,283,1,1,0,11,2025-07-07 19:27:42.669,0,6982
39,4,1,2,0,562,0,0,0,13,11,303,2,-1,0,3,0,284,1,1,0,9,2025-07-07 19:27:42.669,0,9813
39,4,1,2,0,691,1,1,0,16,0,517,1,255,1,0,0,285,1,1,0,4,2025-07-07 19:27:42.669,0,9277
39,4,1,2,0,710,1,0,0,11,5,211,2,-1,0,3,0,286,1,1,0,7,2025-07-07 19:27:42.669,0,1989
39,4,1,0,0,738,1,1,0,18,5,215,3,-1,0,3,0,287,1,1,0,7,2025-07-07 19:27:42.669,0,3547
39,4,1,2,0,756,1,0,2,2,6,268,1,-1,0,3,0,288,1,1,0,6,2025-07-07 19:27:42.669,0,5101
39,4,1,2,0,839,0,1,0,11,10,365,2,774,11,0,0,290,1,1,0,10,2025-07-07 19:27:42.669,0,9614
40,4,1,2,0,0,0,0,0,14,5,109,8,-1,0,3,0,316,1,2,0,7,2025-07-07 19:27:42.669,0,8023
40,4,1,2,0,0,0,0,0,22,1,61,4,-1,0,3,0,317,1,2,0,8,2025-07-07 19:27:42.669,0,8023
40,4,1,2,1,0,0,0,0,28,5,165,5,-1,0,3,0,318,1,2,0,7,2025-07-07 19:27:42.669,0,8023
40,4,1,2,0,0,1,0,0,2,3,279,1,-1,0,3,0,319,1,2,0,2,2025-07-07 19:27:42.669,0,8023
40,4,1,2,0,16,0,1,0,9,3,47,4,-1,0,3,0,320,1,2,0,2,2025-07-07 19:27:42.669,0,5967
40,4,1,2,0,30,1,0,0,28,5,609,6,-1,0,3,0,321,1,2,0,7,2025-07-07 19:27:42.669,0,7475
40,4,1,1,0,99,0,0,0,9,3,15,5,-1,0,3,0,323,1,2,0,2,2025-07-07 19:27:42.669,0,3349
40,4,1,2,0,143,0,0,0,13,1,832,6,-1,0,3,0,325,1,2,0,8,2025-07-07 19:27:42.669,0,3485
40,4,1,2,0,193,0,0,0,18,1,105,6,-1,0,3,0,327,1,2,0,8,2025-07-07 19:27:42.669,0,6687
40,4,1,2,0,294,1,0,0,23,5,97,5,-1,0,3,0,328,1,2,0,7,2025-07-07 19:27:42.669,0,8771
40,4,1,2,0,384,0,0,0,20,0,200,3,327,2,0,0,329,1,2,0,4,2025-07-07 19:27:42.669,0,3911
40,4,1,2,0,413,1,0,2,14,8,150,1,-1,0,3,0,332,1,2,0,5,2025-07-07 19:27:42.669,0,9820
40,4,1,2,0,423,1,0,0,30,5,134,24,-1,0,3,0,333,1,2,0,7,2025-07-07 19:27:42.669,0,9545
40,4,1,2,0,552,0,0,0,28,5,761,8,-1,0,3,0,334,1,2,0,7,2025-07-07 19:27:42.669,0,9526
40,4,1,1,0,643,1,0,0,17,0,74,2,256,1,0,0,335,1,2,0,4,2025-07-07 19:27:42.669,0,1785
40,4,1,0,0,738,1,1,0,2,0,399,2,258,3,0,0,336,1,2,0,4,2025-07-07 19:27:42.669,0,1193
40,4,1,2,0,917,1,0,2,20,8,292,1,-1,0,3,0,338,1,2,0,5,2025-07-07 19:27:42.669,0,5310
40,4,1,2,0,964,1,0,1,13,8,95,3,-1,0,3,0,339,1,2,0,5,2025-07-07 19:27:42.669,0,6828
41,4,1,2,0,0,1,0,2,13,8,161,1,-1,0,3,0,364,1,2,0,5,2025-07-07 19:27:42.669,0,963
41,4,1,2,0,9,1,0,0,22,5,82,3,-1,0,3,0,365,1,2,0,7,2025-07-07 19:27:42.669,0,4033
41,4,1,2,0,15,0,0,2,20,6,13,5,-1,0,3,0,366,1,2,0,6,2025-07-07 19:27:42.669,0,5524
41,4,1,2,0,30,0,0,0,19,1,171,7,-1,0,3,0,367,1,2,0,8,2025-07-07 19:27:42.669,0,2556
41,4,1,2,0,65,1,0,2,6,8,524,2,-1,0,3,0,368,1,2,0,5,2025-07-07 19:27:42.669,0,8947
41,4,1,2,0,141,1,1,2,8,8,146,3,-1,0,3,0,369,1,2,0,5,2025-07-07 19:27:42.669,0,10012
41,4,1,2,0,144,0,0,0,27,3,123,3,-1,0,3,0,370,1,2,0,2,2025-07-07 19:27:42.669,0,1152
41,4,1,2,0,217,0,0,0,19,9,328,1,-1,0,3,0,371,1,2,0,11,2025-07-07 19:27:42.669,0,6513
41,4,1,2,0,223,1,0,2,16,8,124,1,-1,0,3,0,372,1,2,0,5,2025-07-07 19:27:42.669,0,9292
41,4,1,1,0,280,1,0,0,2,6,88,1,95,2,2,0,375,1,2,0,6,2025-07-07 19:27:42.669,0,6401
41,4,1,2,0,298,0,0,0,4,8,63,3,272,1,1,0,376,1,2,0,5,2025-07-07 19:27:42.669,0,7499
41,4,1,2,0,653,1,0,1,17,9,60,2,-1,0,3,0,379,1,2,0,11,2025-07-07 19:27:42.669,0,6126
41,4,1,0,0,733,1,0,0,7,8,69,1,335,7,0,0,380,1,2,0,5,2025-07-07 19:27:42.669,0,2465
42,4,1,2,0,0,0,0,0,13,1,325,2,-1,0,3,0,398,1,2,0,8,2025-07-07 19:27:42.669,0,928
42,4,1,2,0,0,0,0,0,6,1,81,3,-1,0,3,0,399,1,2,0,8,2025-07-07 19:27:42.669,0,928
42,4,1,2,0,72,1,0,0,20,0,124,2,348,3,0,0,403,1,2,0,4,2025-07-07 19:27:42.669,0,2661
42,4,1,2,0,187,0,0,0,11,1,64,1,-1,0,3,0,405,1,2,0,8,2025-07-07 19:27:42.669,0,4789
42,4,1,2,0,199,1,0,0,9,5,497,1,-1,0,3,0,406,1,2,0,7,2025-07-07 19:27:42.669,0,6850
42,4,1,2,0,223,0,0,0,6,1,92,6,-1,0,3,0,407,1,2,0,8,2025-07-07 19:27:42.669,0,3236
42,4,1,1,0,372,1,0,1,31,5,130,8,-1,0,3,0,412,1,2,0,7,2025-07-07 19:27:42.669,0,946
42,4,1,2,0,386,1,0,2,7,8,168,1,-1,0,3,0,413,1,2,0,5,2025-07-07 19:27:42.669,0,3747
42,4,1,2,0,441,0,0,0,7,1,296,9,-1,0,3,0,414,1,2,0,8,2025-07-07 19:27:42.669,0,5912
42,4,1,2,0,478,0,1,0,8,5,165,1,-1,0,3,0,415,1,2,0,7,2025-07-07 19:27:42.669,0,2926
42,4,1,2,0,559,0,0,0,19,1,88,1,-1,0,3,0,416,1,2,0,8,2025-07-07 19:27:42.669,0,10075
42,4,1,1,0,580,0,0,0,22,1,67,2,-1,0,3,0,417,1,2,0,8,2025-07-07 19:27:42.669,0,3640
42,4,1,2,0,687,0,0,0,11,1,667,2,-1,0,3,0,418,1,2,0,8,2025-07-07 19:27:42.669,0,798
42,4,1,2,0,783,1,0,0,19,9,77,2,128,3,0,0,419,1,2,0,11,2025-07-07 19:27:42.669,0,735
42,4,1,0,0,860,1,0,2,15,8,90,3,-1,0,3,0,421,1,2,0,5,2025-07-07 19:27:42.669,0,9541
42,4,1,2,0,877,1,0,2,14,8,238,1,-1,0,3,0,422,1,2,0,5,2025-07-07 19:27:42.669,0,9934
43,4,1,2,1,0,0,0,0,27,1,25,19,-1,0,3,0,448,1,2,0,8,2025-07-07 19:27:42.669,0,608
43,4,1,2,0,0,1,0,0,5,3,280,2,-1,0,3,0,449,1,2,0,2,2025-07-07 19:27:42.669,0,608
43,4,1,2,0,0,1,0,0,21,5,474,1,-1,0,3,0,450,1,2,0,7,2025-07-07 19:27:42.669,0,608
43,4,1,2,0,0,1,0,0,7,8,240,3,293,5,0,0,451,1,2,0,5,2025-07-07 19:27:42.669,0,608
43,4,1,2,0,8,0,0,0,11,1,95,4,-1,0,3,0,452,1,2,0,8,2025-07-07 19:27:42.669,0,1317
43,4,1,2,0,46,0,0,0,27,1,63,8,-1,0,3,0,454,1,2,0,8,2025-07-07 19:27:42.669,0,1347
43,4,1,0,0,62,1,0,0,14,8,133,1,300,3,0,0,455,1,2,0,5,2025-07-07 19:27:42.669,0,827
43,4,1,2,0,78,1,0,0,21,9,36,1,109,1,1,0,456,1,2,0,11,2025-07-07 19:27:42.669,0,170
43,4,1,2,0,136,0,0,0,6,1,120,2,-1,0,3,0,459,1,2,0,8,2025-07-07 19:27:42.669,0,471
43,4,1,2,0,175,1,0,0,17,0,129,4,337,1,1,0,461,1,2,0,4,2025-07-07 19:27:42.669,0,248
43,4,1,2,0,182,0,0,0,28,4,152,1,-1,0,3,0,462,1,2,0,1,2025-07-07 19:27:42.669,0,5377
43,4,1,3,0,275,0,0,0,9,0,109,2,339,2,0,0,464,1,2,0,4,2025-07-07 19:27:42.669,0,8782
43,4,1,1,0,373,1,0,2,28,8,54,1,-1,0,3,0,465,1,2,0,5,2025-07-07 19:27:42.669,0,986
44,4,1,2,0,0,0,0,2,13,8,27,1,-1,0,3,0,483,1,2,0,5,2025-07-07 19:27:42.669,0,9437
44,4,1,2,0,0,1,0,0,31,5,49,5,-1,0,3,0,484,1,2,0,7,2025-07-07 19:27:42.669,0,9437
44,4,1,2,0,0,1,0,2,28,8,260,1,-1,0,3,0,485,1,2,0,5,2025-07-07 19:27:42.669,0,9437
44,4,1,1,0,0,0,0,0,21,1,167,2,-1,0,3,0,486,1,2,0,8,2025-07-07 19:27:42.669,0,5104
44,4,1,3,0,21,0,0,0,24,1,323,2,-1,0,3,0,487,1,2,0,8,2025-07-07 19:27:42.669,0,3299
44,4,1,2,0,22,1,0,0,6,1,265,2,-1,0,3,0,488,1,2,0,8,2025-07-07 19:27:42.669,0,4841
44,4,1,2,0,58,1,0,0,14,5,72,3,-1,0,3,0,489,1,2,0,7,2025-07-07 19:27:42.669,0,4799
44,4,1,2,0,70,0,0,0,20,1,165,3,-1,0,3,0,490,1,2,0,8,2025-07-07 19:27:42.669,0,5181
44,4,1,2,0,105,1,0,2,6,8,1529,2,-1,0,3,0,491,1,2,0,5,2025-07-07 19:27:42.669,0,4677
44,4,1,2,0,126,1,0,2,13,8,92,1,-1,0,3,0,492,1,2,0,5,2025-07-07 19:27:42.669,0,5699
44,4,1,2,0,284,1,1,0,10,5,109,5,-1,0,3,0,496,1,2,0,7,2025-07-07 19:27:42.669,0,8946
44,4,1,2,0,445,0,1,1,6,3,135,2,9,7,1,0,500,1,2,0,2,2025-07-07 19:27:42.669,0,7274
44,4,1,1,0,488,0,1,0,29,4,138,2,183,11,0,0,501,1,2,0,1,2025-07-07 19:27:42.669,0,9384
45,4,1,2,0,0,1,0,0,5,8,469,2,342,1,0,0,526,1,2,0,5,2025-07-07 19:27:42.669,0,8858
45,4,1,2,0,10,0,0,0,26,1,133,7,-1,0,3,0,527,1,2,0,8,2025-07-07 19:27:42.669,0,8514
45,4,1,1,0,21,1,0,2,3,6,788,2,-1,0,3,0,528,1,2,0,6,2025-07-07 19:27:42.669,0,8610
45,4,1,2,0,54,1,0,1,13,8,107,3,-1,0,3,0,529,1,2,0,5,2025-07-07 19:27:42.669,0,8958
45,4,1,2,0,80,0,1,0,19,9,157,1,-1,0,3,0,530,1,2,0,11,2025-07-07 19:27:42.669,0,1182
45,4,1,2,0,81,0,1,0,30,5,61,3,-1,0,3,0,531,1,2,0,7,2025-07-07 19:27:42.669,0,9561
45,4,1,2,0,96,1,0,0,16,5,202,1,-1,0,3,0,532,1,2,0,7,2025-07-07 19:27:42.669,0,4601
45,4,1,2,0,210,1,0,0,21,5,623,1,-1,0,3,0,535,1,2,0,7,2025-07-07 19:27:42.669,0,4493
45,4,1,1,1,237,1,0,0,21,9,526,1,-1,0,3,0,539,1,2,0,11,2025-07-07 19:27:42.669,0,6023
45,4,1,0,0,321,1,0,0,30,5,918,4,-1,0,3,0,541,1,2,0,7,2025-07-07 19:27:42.669,0,1311
45,4,1,2,0,623,0,0,0,9,11,405,3,-1,0,3,0,545,1,2,0,9,2025-07-07 19:27:42.669,0,8218
45,4,1,2,0,904,1,1,2,20,6,14,9,-1,0,3,0,548,1,2,0,6,2025-07-07 19:27:42.669,0,8129
46,4,1,1,0,0,0,0,0,27,1,38,6,-1,0,3,0,568,1,2,0,8,2025-07-07 19:27:42.669,0,2387
46,4,1,1,0,0,0,0,2,12,6,155,1,-1,0,3,0,569,1,2,0,6,2025-07-07 19:27:42.669,0,2387
46,4,1,2,0,0,0,0,0,26,8,401,1,-1,0,3,0,570,1,2,0,5,2025-07-07 19:27:42.669,0,1597
46,4,1,2,0,0,1,0,0,14,5,247,2,-1,0,3,0,571,1,2,0,7,2025-07-07 19:27:42.669,0,1597
46,4,1,2,0,3,0,0,0,18,1,92,4,-1,0,3,0,572,1,2,0,8,2025-07-07 19:27:42.669,0,8280
46,4,1,1,0,10,1,0,0,29,5,122,7,-1,0,3,0,574,1,2,0,7,2025-07-07 19:27:42.669,0,3681
46,4,1,2,0,16,1,0,0,6,8,304,1,-1,0,3,0,575,1,2,0,5,2025-07-07 19:27:42.669,0,590
46,4,1,1,0,21,1,0,0,7,8,124,1,338,2,0,0,576,1,2,0,5,2025-07-07 19:27:42.669,0,1742
46,4,1,2,0,110,1,1,0,20,1,243,5,-1,0,3,0,577,1,2,0,8,2025-07-07 19:27:42.669,0,5661
46,4,1,2,0,125,1,0,1,12,8,81,5,-1,0,3,0,578,1,2,0,5,2025-07-07 19:27:42.669,0,5541
46,4,1,2,0,229,1,0,2,5,8,197,1,-1,0,3,0,580,1,2,0,5,2025-07-07 19:27:42.669,0,8618
46,4,1,2,0,385,1,0,2,29,8,52,4,-1,0,3,0,587,1,2,0,5,2025-07-07 19:27:42.669,0,1110
46,4,1,2,0,460,0,0,0,28,4,56,1,-1,0,3,0,588,1,2,0,1,2025-07-07 19:27:42.669,0,4313
46,4,1,2,0,699,0,0,0,2,3,241,1,-1,0,3,0,590,1,2,0,2,2025-07-07 19:27:42.669,0,4016
46,4,1,2,0,716,1,1,0,8,8,557,1,172,1,0,0,591,1,2,0,5,2025-07-07 19:27:42.669,0,5559
46,4,1,3,0,802,1,0,1,25,5,417,1,-1,0,3,0,592,1,2,0,7,2025-07-07 19:27:42.669,0,6538
47,4,1,2,0,0,0,0,0,19,1,213,2,-1,0,3,0,607,1,2,0,8,2025-07-07 19:27:42.669,0,802
47,4,1,2,0,0,0,0,2,5,6,265,2,-1,0,3,0,608,1,2,0,6,2025-07-07 19:27:42.669,0,802
47,4,1,1,0,21,1,0,0,18,9,229,2,-1,0,3,0,609,1,2,0,11,2025-07-07 19:27:42.669,0,64
47,4,1,2,0,60,0,0,2,2,6,282,7,-1,0,3,0,610,1,2,0,6,2025-07-07 19:27:42.669,0,8468
47,4,1,0,1,145,0,1,2,1,5,163,1,-1,0,3,0,611,1,2,0,7,2025-07-07 19:27:42.669,0,6255
47,4,1,2,0,274,0,1,0,4,3,313,2,-1,0,3,0,612,1,2,0,2,2025-07-07 19:27:42.669,0,3015
47,4,1,1,0,623,1,0,0,13,8,102,6,-1,0,3,0,616,1,2,0,5,2025-07-07 19:27:42.669,0,80
47,4,1,2,0,761,1,0,0,11,5,80,2,-1,0,3,0,618,1,2,0,7,2025-07-07 19:27:42.669,0,747
47,4,1,2,0,866,0,0,2,20,6,7,7,-1,0,3,0,619,1,2,0,6,2025-07-07 19:27:42.669,0,7399
48,4,1,3,0,0,1,0,0,8,8,612,1,344,1,1,0,641,1,2,0,5,2025-07-07 19:27:42.669,0,497
48,4,1,2,1,0,0,1,0,9,3,18,8,-1,0,3,0,642,1,2,0,2,2025-07-07 19:27:42.669,0,3124
48,4,1,1,0,0,1,0,1,23,5,90,2,-1,0,3,0,643,1,2,0,7,2025-07-07 19:27:42.669,0,7737
48,4,1,2,0,190,0,0,0,25,1,14,22,-1,0,3,0,646,1,2,0,8,2025-07-07 19:27:42.669,0,6018
48,4,1,2,0,263,1,0,2,5,8,350,2,-1,0,3,0,647,1,2,0,5,2025-07-07 19:27:42.669,0,8
48,4,1,2,0,291,1,0,1,23,5,350,2,-1,0,3,0,649,1,2,0,7,2025-07-07 19:27:42.669,0,1838
48,4,1,2,0,308,1,0,0,14,5,125,5,-1,0,3,0,650,1,2,0,7,2025-07-07 19:27:42.669,0,7116
48,4,1,0,0,427,0,0,0,17,9,62,1,-1,0,3,0,651,1,2,0,11,2025-07-07 19:27:42.669,0,6312
48,4,1,2,0,494,0,0,0,29,1,81,8,-1,0,3,0,652,1,2,0,8,2025-07-07 19:27:42.669,0,7566
48,4,1,0,0,606,0,0,0,5,7,77,6,-1,0,3,0,653,1,2,0,3,2025-07-07 19:27:42.669,0,325
49,4,1,2,0,0,1,0,0,18,9,102,1,-1,0,3,0,677,1,2,0,11,2025-07-07 19:27:42.669,0,7732
49,4,1,3,0,0,0,0,0,19,9,99,2,-1,0,3,0,678,1,2,0,11,2025-07-07 19:27:42.669,0,9530
49,4,1,2,0,20,1,0,0,4,3,117,1,-1,0,3,0,681,1,2,0,2,2025-07-07 19:27:42.669,0,2546
49,4,1,1,0,104,1,0,2,8,8,285,1,-1,0,3,0,685,1,2,0,5,2025-07-07 19:27:42.669,0,297
49,4,1,2,0,234,0,0,0,22,1,55,6,-1,0,3,0,686,1,2,0,8,2025-07-07 19:27:42.669,0,4781
49,4,1,2,0,271,1,0,0,5,3,18,6,-1,0,3,0,688,1,2,0,2,2025-07-07 19:27:42.669,0,9289
49,4,1,2,0,276,0,0,0,27,1,62,5,-1,0,3,0,689,1,2,0,8,2025-07-07 19:27:42.669,0,9051
49,4,1,2,0,322,0,0,0,6,1,72,4,-1,0,3,0,690,1,2,0,8,2025-07-07 19:27:42.669,0,1807
49,4,1,2,0,342,0,0,0,30,4,433,2,228,1,0,0,691,1,2,0,1,2025-07-07 19:27:42.669,0,4170
49,4,1,2,0,350,0,0,0,12,1,238,6,-1,0,3,0,692,1,2,0,8,2025-07-07 19:27:42.669,0,4670
49,4,1,2,0,413,0,1,0,31,5,196,4,-1,0,3,0,694,1,2,0,7,2025-07-07 19:27:42.669,0,5182
49,4,1,1,0,543,1,0,2,20,8,213,3,-1,0,3,0,695,1,2,0,5,2025-07-07 19:27:42.669,0,8420
49,4,1,2,0,735,1,0,2,13,8,50,3,-1,0,3,0,697,1,2,0,5,2025-07-07 19:27:42.669,0,5055
50,4,1,1,0,0,1,0,2,14,8,94,4,-1,0,3,0,723,1,3,0,5,2025-07-07 19:27:42.669,0,6480
50,4,1,2,0,0,0,0,0,10,1,232,3,130,3,1,0,724,1,3,0,8,2025-07-07 19:27:42.669,0,4536
50,4,1,2,0,0,0,0,0,30,4,199,1,205,1,0,0,725,1,3,0,1,2025-07-07 19:27:42.669,0,4536
50,4,1,2,0,19,0,1,0,23,5,205,1,-1,0,3,0,726,1,3,0,7,2025-07-07 19:27:42.669,0,399
50,4,1,2,0,67,0,1,2,20,6,156,3,-1,0,3,0,727,1,3,0,6,2025-07-07 19:27:42.669,0,42
50,4,1,2,1,72,0,0,0,22,1,171,13,-1,0,3,0,728,1,3,0,8,2025-07-07 19:27:42.669,0,3685
50,4,1,2,0,101,1,0,2,15,8,348,1,-1,0,3,0,729,1,3,0,5,2025-07-07 19:27:42.669,0,10111
50,4,1,2,0,398,0,0,1,30,5,1567,5,-1,0,3,0,733,1,3,0,7,2025-07-07 19:27:42.669,0,1738
50,4,1,2,0,400,0,0,0,13,1,343,2,-1,0,3,0,734,1,3,0,8,2025-07-07 19:27:42.669,0,3151
50,4,1,2,0,453,0,1,2,4,5,608,1,-1,0,3,0,736,1,3,0,7,2025-07-07 19:27:42.669,0,26
51,4,1,2,0,0,1,1,0,19,1,263,1,84,1,1,0,758,1,3,0,8,2025-07-07 19:27:42.669,0,713
51,4,1,2,0,0,1,1,2,29,8,410,5,-1,0,3,0,759,1,3,0,5,2025-07-07 19:27:42.669,0,713
51,4,1,2,1,0,0,1,0,29,5,204,6,-1,0,3,0,760,1,3,0,7,2025-07-07 19:27:42.669,0,713
51,4,1,2,0,4,1,0,0,21,9,58,2,-1,0,3,0,761,1,3,0,11,2025-07-07 19:27:42.669,0,2691
51,4,1,0,1,57,1,1,2,8,8,61,1,-1,0,3,0,762,1,3,0,5,2025-07-07 19:27:42.669,0,7057
51,4,1,0,0,98,1,0,2,7,8,114,2,-1,0,3,0,763,1,3,0,5,2025-07-07 19:27:42.669,0,9335
